time,soft_counts,hard_counts
55297.5,0.037563,0.019719
55298.5,0.011821,0.012928
55299.5,-0.024237,-0.009216
55300.5,0.035335,0.012663
55301.5,-0.000841,0.000789
55302.5,-0.003176,0.01841
55303.5,0.022117,0.009456
55304.5,0.022965,0.009006
55305.5,0.03728,0.018805
55306.5,0.040894,0.017681
55307.5,0.02545,0.008978
55308.5,0.044938,0.016756
55309.5,0.018291,0.005451
55310.5,0.043827,0.014669
55311.5,0.070247,0.020148
55312.5,0.021202,0.015576
55313.5,0.013469,0.003993
55314.5,0.00282,0.002525
55315.5,0.041093,0.013066
55316.5,0.020277,-0.000593
55317.5,0.014911,0.007914
55318.5,0.038687,0.012004
55319.5,0.020064,-0.02383
55320.5,-0.001011,0.020776
55321.5,-0.018193,0.015957
55322.5,0.011659,-0.00202
55323.5,-0.019249,0.000701
55324.5,0.010361,-0.012669
55325.5,0.05616,0.014393
55326.5,-0.01547,0.001989
55327.5,0.030047,0.00829
55328.5,-0.007382,0.0012
55329.5,-0.002858,-0.001648
55332.5,0.001018,0.007478
55333.5,0.007207,0.002488
55334.5,0.007478,0.009292
55335.5,-0.010893,0.003833
55339.5,0.024187,-0.008777
55340.5,0.016509,0.000454
55341.5,0.00237,0.007419
55342.5,0.057613,0.005302
55343.5,0.020596,-0.002891
55344.5,0.061147,0.018477
55354.5,-0.020326,-0.029632
55355.5,0.021672,-0.004647
55356.5,0.009891,0.003266
55357.5,0.020365,-0.003745
55358.5,-0.009435,-0.004145
55359.5,-0.02828,0.000293
55360.5,0.012126,0.006983
55361.5,-0.00878,0.003315
55362.5,-0.034483,-0.002465
55363.5,0.02696,0.017991
55364.5,-0.005287,0.004333
55365.5,0.011163,-0.001309
55366.5,0.001648,0.006089
55367.5,0.016262,-0.001868
55368.5,-0.000757,-0.004305
55369.5,0.005196,-0.000113
55370.5,-0.012485,-0.000348
55371.5,0.015701,-0.004467
55372.5,-0.010087,0.003395
55373.5,0.007145,-0.001261
55374.5,0.012752,-0.002225
55375.5,0.007942,-0.002125
55376.5,-0.004697,-0.006347
55377.5,0.001011,-0.005704
55378.5,-0.002082,0.001892
55379.5,-0.020406,-0.004739
55380.5,-0.007896,-0.003107
55381.5,0.006542,0.002047
55382.5,0.02354,-0.000138
55383.5,0.013406,-0.00423
55384.5,-0.00897,0.01428
55385.5,0.011262,-0.001101
55386.5,0.011335,0.003954
55387.5,0.001194,-0.005331
55388.5,0.036776,-0.002065
55389.5,-0.020775,-0.003763
55390.5,-0.030398,0.009318
55391.5,-0.000336,-0.004551
55392.5,-0.01344,0.001738
55393.5,-0.003015,0.001793
55394.5,-0.032116,0.003748
55395.5,-0.006559,0.00507
55396.5,0.011707,0.002969
55397.5,-0.02866,-0.002167
55398.5,-0.004729,0.007377
55399.5,-0.002296,0.001163
55408.5,0.067463,0.015596
55409.5,0.015566,-0.003645
55410.5,-0.036906,-0.003841
55411.5,-0.010262,0.003115
55412.5,-0.001583,0.009903
55413.5,-0.000743,-0.011558
55414.5,0.008598,0.003269
55423.5,-0.021642,-0.015861
55424.5,-0.035296,-0.00646
55425.5,0.001343,-0.010302
55426.5,0.013249,0.018719
55427.5,-0.033316,0.000234
55428.5,0.00145,-0.005604
55429.5,-0.006992,0.000935
55430.5,0.015688,0.004965
55431.5,-0.001658,-0.009074
55432.5,0.030575,0.023552
55433.5,-0.044108,0.013552
55434.5,-0.023417,-0.018958
55435.5,-0.035474,0.001642
55436.5,0.01765,-0.000948
55437.5,0.003114,-0.006321
55438.5,-0.008352,-0.004157
55439.5,0.007231,0.003126
55440.5,0.007502,0.003796
55441.5,0.006895,-0.006326
55442.5,0.014443,0.00853
55443.5,-0.009414,-0.003882
55444.5,-0.009567,-0.007194
55445.5,0.00659,0.005153
55446.5,0.003088,-0.00119
55447.5,-0.012735,0.006473
55448.5,-0.007286,-0.002373
55449.5,-0.00182,0.002988
55450.5,0.011709,0.007495
55451.5,-0.000513,0.002831
55452.5,0.007184,0.001087
55453.5,-0.000812,0.001906
55454.5,0.003679,-0.000174
55455.5,0.005166,-0.005785
55456.5,0.01495,-0.003131
55457.5,-0.010471,0.004538
55458.5,-0.017169,0.00461
55459.5,0.027106,0.000388
55460.5,0.06373,-0.011703
55461.5,0.026483,-0.003291
55462.5,-0.032325,-0.010986
55463.5,0.005409,-0.014314
55464.5,-0.012638,-0.003075
55465.5,-0.00335,-0.007253
55466.5,-0.039037,0.001983
55467.5,-0.002854,0.016123
55468.5,-0.002568,-0.00664
55469.5,-0.024345,-0.007214
55470.5,-0.083225,0.025405
55478.5,-0.046148,-0.036007
55479.5,-0.009731,0.004849
55480.5,-0.016057,0.002744
55481.5,0.014419,-0.007856
55482.5,-0.012319,0.012049
55483.5,0.129078,-0.052338
55484.5,0.016929,0.02213
55485.5,0.09831,0.073956
55494.5,0.030813,-0.010714
55495.5,0.012431,0.012881
55498.5,-0.172968,-0.053255
55499.5,-0.017426,-0.005007
55500.5,0.016373,0.012849
55501.5,0.024396,-0.006838
55502.5,-0.031236,0.003273
55503.5,0.017094,0.002002
55504.5,0.044747,-0.002271
55505.5,0.002934,-0.006274
55506.5,-0.014262,0.002348
55507.5,-0.032566,-0.005267
55508.5,0.012008,0.008101
55509.5,0.021642,-0.005209
55510.5,0.002892,-0.004645
55511.5,-0.008327,0.003001
55512.5,0.010989,-0.0022
55513.5,0.004016,0.002337
55514.5,-0.006579,-0.004227
55515.5,0.009732,0.002276
55516.5,0.007707,-0.003543
55517.5,0.010112,0.008857
55518.5,-0.006375,-0.003522
55519.5,-0.016588,0.000716
55520.5,0.001241,-0.003147
55521.5,0.007622,-0.000924
55522.5,-0.000606,-0.004146
55523.5,-0.027308,-0.001085
55524.5,0.012671,-0.000265
55525.5,0.050969,0.002413
55526.5,0.012808,0.000538
55527.5,-0.007463,-0.003894
55528.5,0.001763,0.002607
55529.5,0.009386,-0.001773
55530.5,-0.003822,0.007962
55531.5,0.007155,-0.004465
55532.5,-0.010044,0.002802
55533.5,0.027333,0.016251
55534.5,-0.013693,0.009514
55535.5,0.012417,-0.003301
55536.5,-0.008437,-0.001137
55537.5,0.015334,0.015638
55538.5,-0.009673,-0.004943
55539.5,0.020285,-0.000494
55540.5,0.048817,0.002318
55547.5,0.02329,0.000979
55548.5,0.049474,0.002628
55549.5,-0.001124,0.000267
55550.5,-0.00092,0.004273
55551.5,0.007253,-0.000375
55552.5,-0.004335,-0.003394
55553.5,0.023166,-0.015486
55554.5,0.078085,0.059062
55564.5,0.003024,0.011351
55565.5,0.02645,0.012819
55566.5,-0.015609,-0.010098
55567.5,-0.016945,0.002544
55568.5,-0.01799,0.00755
55569.5,0.007279,0.015137
55570.5,0.007019,-0.006821
55571.5,-0.005905,-0.007183
55572.5,-0.009372,0.002112
55573.5,0.004205,0.005037
55574.5,-0.01593,-0.017623
55575.5,0.011766,-0.004761
55576.5,-0.02095,-0.010388
55577.5,-0.006017,0.000935
55578.5,0.020351,0.00446
55579.5,0.007668,0.00093
55580.5,-0.01428,-0.001867
55581.5,-0.003165,0.001144
55582.5,0.006921,0.004164
55583.5,-0.010157,0.00531
55584.5,0.003463,0.007403
55585.5,-0.01463,-0.00461
55586.5,0.01194,-0.002803
55587.5,0.022151,0.006237
55588.5,0.001616,0.003325
55589.5,-0.002088,-0.004052
55590.5,0.005964,0.007839
55591.5,0.007765,-0.001182
55592.5,0.009459,-0.004596
55593.5,-0.013508,-0.002281
55594.5,-0.000977,0.007748
55595.5,0.017281,0.008414
55596.5,0.026846,0.007169
55597.5,-0.005477,-0.002363
55598.5,0.015084,-0.001574
55599.5,0.022446,0.017705
55600.5,0.020791,0.020271
55601.5,-0.007479,-0.014704
55602.5,0.000807,0.005889
55603.5,-0.002162,-0.006898
55604.5,-0.010813,0.006815
55605.5,0.029545,0.002862
55606.5,0.000362,0.005763
55607.5,0.031516,0.01406
55608.5,-0.053598,-0.024082
55609.5,0.003917,0.014771
55610.5,0.0051,-0.004691
55621.5,-0.008699,-0.007565
55622.5,0.011633,0.009995
55623.5,0.017335,0.004733
55624.5,0.014811,0.007307
55625.5,0.026455,0.008208
55626.5,-0.007915,0.001339
55627.5,0.021024,0.00053
55634.5,0.018518,-0.028672
55635.5,0.016386,0.009367
55636.5,0.007451,-0.000284
55637.5,0.025961,0.005363
55638.5,0.021551,0.006299
55639.5,0.024815,-0.005781
55640.5,0.0191,0.007574
55641.5,0.002581,-0.00032
55642.5,0.007558,0.006247
55643.5,-0.027943,-0.005759
55644.5,0.047964,-0.018265
55645.5,0.019735,-0.005838
55646.5,0.00683,-0.011074
55647.5,0.025467,0.017621
55648.5,0.024763,0.009512
55649.5,0.036712,0.004076
55650.5,0.051664,0.006053
55651.5,0.004236,-0.006526
55652.5,0.000113,0.007969
55653.5,0.037035,0.00474
55654.5,0.009482,0.006018
55655.5,0.031243,0.00634
55656.5,0.01129,0.013429
55657.5,0.009867,0.010161
55658.5,0.007477,0.007535
55659.5,0.02283,0.009791
55660.5,0.002163,0.008446
55661.5,0.007313,0.002118
55662.5,0.018723,0.006748
55663.5,0.000811,0.001622
55664.5,-0.008389,0.004277
55665.5,0.002942,0.01147
55666.5,0.016797,0.003462
55667.5,0.0135,0.011381
55668.5,0.027977,0.004063
55669.5,0.021857,-0.00728
55670.5,0.033942,0.003012
55671.5,-0.004958,-0.00209
55672.5,0.042603,0.015507
55673.5,0.020464,0.015017
55674.5,0.000372,0.007497
55675.5,0.008523,0.010728
55676.5,0.032419,0.008901
55677.5,0.012766,0.011163
55678.5,0.010917,-0.005536
55679.5,-0.01909,0.003983
55680.5,0.008346,-0.005746
55689.5,0.03169,-0.004623
55690.5,0.011849,-0.004502
55691.5,0.004149,0.005261
55692.5,0.012665,0.001187
55693.5,0.020968,-0.008545
55694.5,0.029568,0.011673
55699.5,0.027857,0.008675
55700.5,0.016306,0.010361
55701.5,0.063638,0.020381
55702.5,-0.032966,0.02357
55703.5,0.005307,-0.00177
55704.5,0.001963,-0.006576
55705.5,0.004241,0.006354
55706.5,0.011459,0.011166
55707.5,0.009389,0.004791
55708.5,-0.015958,0.005528
55709.5,0.032984,-4.2e-05
55710.5,0.010972,0.006745
55711.5,0.010802,0.014925
55712.5,0.003787,-0.007435
55713.5,0.01296,-0.005767
55714.5,-0.011861,0.003323
55715.5,-0.003242,0.000508
55716.5,0.002165,-0.005139
55717.5,0.018726,0.006138
55718.5,0.001886,-0.004508
55719.5,0.006551,-0.004535
55720.5,0.012441,-0.002198
55721.5,0.017287,0.002641
55722.5,0.017055,0.008998
55723.5,-0.000905,0.003802
55724.5,-0.002601,0.001144
55725.5,0.008238,-0.003708
55726.5,-0.000503,-0.001226
55727.5,-0.002308,0.001454
55728.5,0.00691,0.009384
55729.5,0.008268,-0.002502
55730.5,-0.013934,-0.005245
55731.5,0.024446,0.004808
55732.5,0.010278,-0.002156
55733.5,-0.008715,-0.003003
55734.5,0.011956,-0.001344
55735.5,0.028616,0.002137
55736.5,0.00256,0.002223
55737.5,0.012481,0.000895
55738.5,-0.003372,-0.008731
55739.5,0.024085,-0.005917
55740.5,-0.012536,-0.002058
55741.5,0.040408,0.003221
55742.5,0.009601,-0.011789
55743.5,0.023611,0.002571
55744.5,-0.002344,0.003253
55745.5,-0.021262,-0.011159
55746.5,-0.018787,0.005038
55747.5,0.035,0.00443
55748.5,0.008803,0.002179
55749.5,0.019645,0.010868
55750.5,-0.004141,-0.020587
55751.5,-0.006957,-0.014473
55752.5,-0.015904,-0.006266
55753.5,0.02354,0.009068
55754.5,0.010735,-0.001778
55761.5,0.013171,0.002009
55762.5,-0.008206,0.001689
55763.5,-0.006583,-0.000348
55764.5,0.013974,0.003498
55765.5,0.021358,-0.008346
55766.5,0.062923,0.021106
55775.5,0.039998,-0.009463
55776.5,0.033697,0.030847
55777.5,0.001977,0.003911
55778.5,0.025719,0.007009
55779.5,0.009802,-0.004813
55780.5,-0.028275,-0.002116
55781.5,0.013197,0.000327
55782.5,0.010932,0.004091
55783.5,0.053006,0.008293
55784.5,0.010908,0.004525
55785.5,-0.02727,0.005541
55786.5,-0.021879,0.002752
55787.5,-0.012349,0.003982
55788.5,-0.040516,0.001506
55789.5,-0.008708,0.004421
55790.5,-0.010837,-0.009385
55791.5,-0.01153,-0.005256
55792.5,0.02628,0.009124
55793.5,0.01447,0.007411
55794.5,-0.003514,-0.004492
55795.5,-0.005284,0.003068
55796.5,0.011546,0.002217
55797.5,-0.003725,0.004699
55798.5,0.003208,0.008449
55799.5,-0.000188,-0.00023
55800.5,0.001799,0.004545
55801.5,0.003437,-0.005354
55802.5,0.004868,0.003018
55803.5,-0.002184,0.005689
55804.5,-0.029493,-0.005759
55805.5,0.000608,-0.007203
55806.5,-0.003448,0.000835
55807.5,-0.004916,-0.000386
55808.5,0.028309,0.000724
55809.5,0.015816,0.002914
55810.5,0.000444,-0.003086
55811.5,0.028815,-0.0108
55812.5,0.026686,0.001133
55813.5,-0.030201,0.003448
55814.5,0.01742,0.006872
55815.5,0.006267,-0.001946
55816.5,0.008708,0.00578
55817.5,0.019927,-0.002352
55818.5,-0.010459,0.002316
55819.5,-0.031521,-0.006805
55820.5,0.023426,0.003201
55821.5,-0.031689,-0.013348
55831.5,0.006587,0.026509
55832.5,0.06099,0.00018
55833.5,0.002303,-0.011727
55836.5,0.026377,0.017134
55837.5,0.088227,0.006275
55838.5,0.056997,0.02337
55847.5,-0.041909,-0.018227
55848.5,0.060476,-0.002019
55849.5,0.006544,-0.008229
55850.5,-0.020479,0.009054
55851.5,0.024016,0.00231
55852.5,-0.016115,-0.000231
55853.5,0.020581,0.003712
55854.5,0.004094,0.003111
55855.5,-0.028469,-0.005344
55856.5,-0.024379,-0.007833
55857.5,0.022996,0.011327
55858.5,0.012655,0.004902
55859.5,-0.000288,0.000288
55860.5,0.001632,0.007111
55861.5,0.001206,0.007752
55862.5,0.010904,-0.005239
55863.5,-0.001707,-0.001997
55864.5,0.045092,0.012872
55865.5,-0.021472,0.017995
55866.5,0.011454,0.004983
55867.5,-0.001337,-0.000283
55868.5,0.015501,-0.000486
55869.5,0.012013,0.003126
55870.5,-0.000844,-0.00236
55871.5,-0.004781,-0.004427
55872.5,-0.023554,0.00523
55873.5,0.004884,0.003068
55874.5,0.018356,0.008928
55875.5,-0.015354,-0.007534
55876.5,-0.011402,-0.001003
55877.5,0.005139,-0.005677
55878.5,-0.010763,-0.010237
55879.5,-0.037599,-0.004051
55880.5,0.023228,0.009597
55881.5,-0.002974,0.00303
55882.5,0.007275,0.005704
55883.5,0.018997,-0.002616
55884.5,-0.00759,-0.022867
55885.5,-0.007612,0.006917
55886.5,-0.029143,0.000355
55887.5,0.015404,-0.000456
55888.5,0.011912,0.001091
55889.5,0.01497,0.000362
55890.5,-0.000786,0.000909
55891.5,-0.002108,-0.014415
55892.5,-0.010941,-0.002101
55893.5,0.004075,0.011124
55894.5,0.027713,0.012387
55902.5,0.202336,-0.112493
55903.5,0.063482,0.012685
55904.5,-0.000687,-0.003645
55905.5,-0.01581,0.012985
55906.5,-0.014446,-0.000647
55907.5,0.00568,0.00811
55908.5,-0.054374,-0.005936
55909.5,0.048129,-0.013912
55910.5,-0.006555,0.033879
55919.5,0.053404,0.01463
55920.5,0.002177,-0.007995
55921.5,0.018671,0.003888
55922.5,0.015758,0.001028
55923.5,-0.037665,-0.018578
55924.5,0.018421,0.017838
55925.5,-0.009216,0.005587
55926.5,0.010549,-0.000414
55927.5,-0.00724,-0.005758
55928.5,-0.002778,-0.005725
55929.5,-0.006981,0.007117
55930.5,0.018873,0.001249
55931.5,0.019957,-0.000167
55932.5,0.019608,0.003005
55933.5,0.011325,-0.001091
55934.5,-0.028491,-0.015677
55935.5,0.017933,0.001456
55936.5,-0.001456,-0.006895
55937.5,0.000445,0.003525
55938.5,0.010438,0.005713
55939.5,0.004704,-0.002333
55940.5,0.014594,-0.001275
55941.5,-0.003231,-0.011097
55942.5,0.001056,0.006244
55943.5,-0.001887,0.001296
55944.5,0.00226,0.003669
55945.5,0.009126,0.00676
55946.5,0.013556,-0.001142
55947.5,0.030491,0.000515
55948.5,8.3e-05,6.3e-05
55949.5,0.00556,0.006601
55950.5,0.012873,0.002839
55951.5,-0.018054,-0.00447
55952.5,0.032539,0.008927
55953.5,0.005503,0.009269
55954.5,0.01915,-0.00028
55955.5,0.037511,-0.019052
55956.5,0.007338,-0.017183
55957.5,0.022183,0.00502
55958.5,-0.015614,-0.007457
55959.5,-0.009882,0.000417
55960.5,-0.003767,0.005282
55961.5,-0.01739,-0.017195
55962.5,0.033977,0.01971
55963.5,-0.026303,0.004517
55964.5,-0.011386,0.016808
55965.5,-0.000171,0.005527
55966.5,0.02502,0.010939
55977.5,0.013225,0.005961
55978.5,-0.013582,-0.003837
55979.5,0.030431,0.006933
55980.5,0.002332,0.010781
55981.5,0.002432,-0.011424
55982.5,-0.07085,0.084604
55990.5,0.026122,-0.008936
55991.5,0.04033,-0.00723
55992.5,0.02426,0.010785
55993.5,-0.003892,-0.029909
55994.5,0.010279,0.022069
55995.5,-0.004655,-0.002493
55996.5,0.017541,0.009057
55997.5,0.012679,-0.00107
55998.5,-0.026125,-0.014498
55999.5,0.000685,0.022916
56000.5,0.053502,0.002345
56001.5,0.006391,-0.008184
56002.5,-0.023398,-0.005183
56003.5,0.038149,0.001035
56004.5,0.027176,0.00234
56005.5,0.005388,-0.00029
56006.5,0.009343,0.004761
56007.5,0.006346,-0.001147
56008.5,-0.006654,0.001937
56009.5,-0.022279,-0.002491
56010.5,-0.009776,-0.00224
56011.5,0.004618,-0.010842
56012.5,-0.007336,-0.005261
56013.5,-0.013748,-0.00745
56014.5,0.006067,-0.00207
56015.5,0.012091,-0.006568
56016.5,-0.001175,-0.000742
56017.5,0.013193,0.004578
56018.5,0.014766,0.000798
56019.5,-0.020293,-0.001146
56020.5,0.01768,0.00187
56021.5,0.011026,-0.002601
56022.5,0.012331,0.000678
56023.5,-0.012579,0.000391
56024.5,-0.01391,0.005278
56025.5,0.013896,-0.003094
56026.5,-0.007516,-0.00975
56027.5,-0.011899,-0.011691
56028.5,0.062689,-0.01371
56029.5,0.022291,0.01823
56030.5,0.017248,0.004978
56031.5,0.010918,-0.006091
56032.5,-0.01417,0.005404
56033.5,-0.02771,-0.008839
56034.5,-0.000508,0.000957
56035.5,0.016774,0.005604
56036.5,0.035057,0.000555
56037.5,0.020638,0.010328
56038.5,-0.044534,-0.010663
56044.5,-0.014226,0.014802
56046.5,-0.001427,-0.009406
56047.5,-0.01105,0.003304
56048.5,0.003578,-0.002804
56049.5,-0.017913,0.005383
56050.5,0.000572,-0.00816
56051.5,-0.028757,-0.013466
56063.5,-0.012435,-0.007401
56064.5,-0.014311,-0.003035
56065.5,-0.010295,-0.013601
56066.5,-0.005446,-0.008302
56067.5,0.007189,0.002254
56068.5,-0.007975,-0.004083
56069.5,0.003386,-0.014522
56070.5,-0.01238,-0.003211
56071.5,-0.013624,-0.008196
56072.5,0.012025,-0.007731
56073.5,-0.005937,-0.010487
56074.5,0.021928,0.005971
56075.5,0.015358,-0.002389
56076.5,0.007558,-0.006733
56077.5,0.011594,0.000832
56078.5,-0.003,-0.001096
56079.5,0.019386,0.004283
56080.5,0.051159,0.009135
56081.5,0.007136,0.000662
56082.5,-0.010116,-0.002446
56083.5,-0.005196,-0.010889
56084.5,0.003293,0.007521
56085.5,-0.005594,0.001004
56086.5,-0.001801,0.006464
56087.5,0.033116,0.010309
56088.5,0.013649,-0.006702
56089.5,-0.022389,0.001951
56090.5,0.00753,0.00305
56091.5,0.012573,-0.006673
56092.5,0.032692,-0.002133
56093.5,0.001226,0.017568
56094.5,-0.003526,0.012092
56095.5,0.020172,-0.007237
56096.5,0.031566,0.005325
56097.5,0.026377,0.003005
56098.5,-0.006618,0.000761
56099.5,0.015383,0.007667
56100.5,0.00616,-0.010372
56101.5,0.017313,0.013843
56102.5,0.026578,0.006145
56103.5,0.008703,0.004021
56104.5,-0.006508,0.010567
56105.5,-0.005937,0.008346
56106.5,0.015319,0.003184
56107.5,-0.027037,-0.007742
56108.5,0.013278,0.00401
56109.499988,0.014686,-0.000929
56110.499988,0.042929,0.003492
56118.499988,0.032477,0.010229
56119.499988,0.033609,0.016825
56120.499988,0.000108,0.002692
56121.499988,0.021124,0.001092
56122.499988,-0.023089,-0.007788
56123.499988,0.047685,0.008441
56124.499988,0.043105,0.020266
56125.499988,0.060459,0.012369
56130.499988,0.029852,-0.001986
56132.499988,0.095469,0.063117
56134.499988,-0.050231,-0.019974
56135.499988,0.046123,-0.000431
56136.499988,-0.012525,0.015254
56137.499988,-0.007386,-0.01091
56138.499988,0.005043,0.008495
56139.499988,-0.001656,0.005808
56140.499988,0.01538,0.002102
56141.499988,-0.019479,0.008566
56142.499988,0.005532,0.009899
56143.499988,0.007307,-0.005571
56144.499988,0.073318,0.012561
56145.499988,0.012932,0.006673
56146.499988,0.047428,0.011153
56147.499988,0.004575,-0.001703
56148.499988,0.014854,0.00971
56149.499988,0.025773,0.005573
56150.499988,0.001859,-0.002691
56151.499988,0.00243,-0.005971
56152.499988,-0.007559,-0.000687
56153.499988,0.010588,0.002266
56154.499988,0.003189,0.000374
56155.499988,0.016016,-0.004241
56156.499988,0.012399,0.001563
56157.499988,0.022329,0.002079
56158.499988,0.002811,-0.005721
56159.499988,0.000616,-0.00349
56160.499988,0.037016,0.015312
56161.499988,-0.011722,0.004876
56162.499988,-0.010927,0.00403
56163.499988,-0.001123,-0.006264
56164.499988,-0.017894,0.010484
56165.499988,0.013453,0.01601
56166.499988,0.037838,0.012942
56167.499988,0.003335,0.014428
56168.499988,0.063861,0.003449
56169.499988,0.022155,0.012096
56170.499988,0.00919,0.007296
56171.499988,0.039945,0.021299
56172.499988,0.101809,0.030315
56173.499988,0.031478,0.028661
56174.499988,0.075183,0.021523
56175.499988,0.075474,0.02262
56176.499988,0.03777,0.014222
56177.499988,0.077038,0.026036
56182.499988,-0.013645,0.013882
56183.499988,-0.000786,-0.055392
56186.499988,-0.072068,0.035234
56190.499988,0.090477,0.027656
56191.499988,0.064412,0.014537
56192.499988,0.052837,0.017208
56195.499988,0.092537,0.027665
56196.499988,0.115801,0.011095
56197.499988,-0.121194,-0.104508
56207.499988,0.045265,0.016041
56208.499988,0.024443,0.009378
56209.499988,0.075192,0.018887
56210.499988,0.016313,0.006301
56211.499988,0.083424,0.025136
56212.499988,0.049495,0.009441
56213.499988,0.012312,0.011101
56214.499988,0.035487,0.014829
56215.499988,0.011943,0.006805
56216.499988,0.047947,0.028774
56217.499988,0.027416,0.013797
56218.499988,0.049275,0.015435
56219.499988,0.046424,0.001767
56220.499988,0.016721,0.013376
56221.499988,0.000389,0.015322
56222.499988,0.03792,0.006058
56223.499988,0.013012,0.018597
56224.499988,0.028099,0.009856
56225.499988,0.045988,-0.001709
56226.499988,0.003465,0.016941
56227.499988,0.031905,0.003546
56228.499988,0.049019,0.006171
56229.499988,0.009862,0.007239
56230.499988,0.017146,0.016656
56231.499988,0.00703,0.015894
56232.499988,-0.021129,0.005964
56233.499988,0.016442,0.001694
56234.499988,0.024959,0.009455
56235.499988,0.042065,0.015575
56236.499988,0.025783,0.019669
56237.499988,0.007619,0.005933
56238.499988,0.006936,-0.005898
56239.499988,0.030006,0.013654
56240.499988,-0.038661,0.007309
56241.499988,0.016814,0.017834
56242.499988,0.065595,0.009236
56243.499988,0.006107,0.00028
56244.499988,-0.029745,-0.001599
56245.499988,-0.06447,-0.014147
56246.499988,0.009691,0.017451
56247.499988,0.006001,0.006058
56248.499988,0.013674,0.012353
56249.499988,0.019674,0.011653
56250.499988,0.026682,0.013515
56251.499988,0.000358,-0.005402
56252.499988,0.035903,-0.001043
56253.499988,0.034437,0.020833
56254.499988,-0.003895,0.002323
56263.499988,0.021006,0.012013
56264.499988,0.017947,-0.000481
56265.499988,0.00485,0.010502
56266.499988,-0.001932,0.000759
56267.499988,-0.03021,0.004149
56268.499988,-0.002986,0.016413
56269.499988,-0.011757,-0.013891
56270.499988,0.085451,0.000183
56279.499988,0.068727,-0.004658
56280.499988,0.014291,0.016927
56281.499988,0.02668,0.005144
56282.499988,0.001231,0.001322
56283.499988,-0.008873,0.016511
56284.499988,0.023797,0.01491
56285.499988,-0.00238,-0.008799
56286.499988,0.029173,0.00067
56287.499988,-0.004944,0.005527
56288.499988,0.021909,-0.002305
56289.499988,0.025569,0.001462
56290.499988,0.015952,-0.003731
56291.499988,-0.001474,0.009581
56292.499988,0.010869,0.011048
56293.499988,0.001842,-0.009039
56294.499988,-0.011604,0.010926
56295.499988,0.015529,0.005211
56296.499988,-0.01537,0.016505
56297.499988,0.017298,-0.015826
56298.499988,0.012384,0.013406
56299.499988,0.019282,0.00646
56300.499988,0.012096,-0.005488
56301.499988,0.002861,0.002535
56302.499988,0.005388,0.006804
56303.499988,-0.018696,0.006729
56304.499988,-0.003166,0.009362
56305.499988,-0.01043,0.001953
56306.499988,-0.014889,0.00262
56307.499988,0.021545,-1.8e-05
56308.499988,-0.03151,-0.003099
56309.499988,-0.00469,-0.003173
56310.499988,-0.004987,0.003325
56311.499988,-0.009512,-0.007817
56312.499988,0.03331,0.006902
56313.499988,0.041044,-0.001384
56314.499988,0.019734,-0.007502
56315.499988,0.032408,0.012807
56316.499988,0.000662,0.001482
56317.499988,0.044273,0.016803
56318.499988,0.015561,0.010152
56319.499988,-0.025947,-0.009517
56320.499988,0.006693,0.004632
56321.499988,0.035948,0.014806
56322.499988,0.016889,-0.008663
56323.499988,0.012251,-0.005847
56324.499988,0.033343,0.000672
56325.499988,0.043599,-0.002197
56326.499988,-0.005103,0.023759
56327.499988,-0.002864,-0.007756
56331.499988,0.013619,0.02524
56332.499988,-0.024032,0.009378
56333.499988,-0.014459,-0.012015
56334.499988,-0.006014,0.016346
56337.499988,-0.011584,0.002981
56338.499988,-0.017593,0.002846
56339.499988,0.003633,-0.0004
56340.499988,0.03968,0.007073
56341.499988,0.045124,-0.009076
56342.499988,0.034888,-0.00585
56343.499988,0.113674,0.014935
56351.499988,0.048529,0.012411
56352.499988,0.017689,0.008596
56353.499988,0.006374,0.012345
56354.499988,-0.021558,0.01045
56355.499988,-0.023779,0.003247
56356.499988,0.000563,-0.002548
56357.499988,-0.007406,-0.005769
56358.499988,-0.021299,-0.002708
56359.499988,0.013135,0.000803
56360.499988,0.002782,-0.000386
56361.499988,0.028916,0.003537
56362.499988,0.012184,-0.00514
56363.499988,-0.025104,-0.000496
56364.499988,-0.001928,0.009305
56365.499988,0.01447,0.013755
56366.499988,0.01048,0.016484
56367.499988,0.000907,0.003685
56368.499988,-0.004949,-0.008532
56369.499988,0.012706,0.007117
56370.499988,-0.040334,7e-05
56371.499988,-0.013335,-0.000777
56372.499988,-0.005186,0.004216
56373.499988,0.020465,-0.003335
56374.499988,0.011811,0.002368
56375.499988,0.01001,0.020175
56376.499988,-0.001778,-0.007969
56377.499988,0.000445,0.011997
56378.499988,-0.019292,0.005849
56379.499988,0.031616,-0.006391
56380.499988,0.019066,0.005061
56381.499988,-0.005701,-0.003256
56382.499988,-0.000566,0.001186
56383.499988,0.026694,0.007862
56384.499988,0.019737,0.015932
56385.499988,-0.036067,-0.004236
56386.499988,0.022521,0.003836
56387.499988,-0.006763,0.004847
56388.499988,0.012248,-0.00669
56389.499988,0.010077,0.001309
56390.499988,-0.005905,0.009021
56391.499988,-0.007001,-0.000446
56392.499988,0.011449,0.006064
56393.499988,-0.005117,0.008324
56394.499988,0.004533,-0.001459
56395.499988,-0.013325,0.004936
56396.499988,-0.022189,-0.003387
56397.499988,0.018588,-0.002021
56398.499988,-0.025681,-0.016975
56399.499988,-0.036177,-0.022545
56407.499988,0.156951,-0.012152
56408.499988,0.048688,0.005761
